X,Y,OBJECTID,BBL_LICENSE_FACT_ID,LICENSESTATUS,LICENSECATEGORY,CUST_NUM,TRADE_NAME,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_ISSUE_DATE,AGENT_PHONE,LASTMODIFIEDDATE,CITY,STATE,SITEADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
-77.0177301417,38.9010485161,5497,7.32951326261948e-319,EXPIRED,General Business Licenses,69004343,THE CARDOSO GROUP LLC,2011/06/01 00:00:00+00,2013/05/31 00:00:00+00,2013/07/06 00:00:00+00,8009817183,2015/01/13 06:52:10+00,WASHINGTON,DC,455 MASSACHUSETTS AVENUE NW,38.9010410626376,-77.0177278526509,398462.24,137020.98,20001,300381,157602,7.78657339158721e-319,6,6C,6C01,FIRST,102,8,NONE,NONE,NONE,MOUNT VERNON TRIANGLE CID
-76.9482484979,38.8957449052,5498,7.32956266918406e-319,CANCELLED,General Business Licenses,69004352,NOW,2011/06/01 00:00:00+00,2013/05/31 00:00:00+00,2013/03/20 00:00:00+00,2023271732,2015/01/13 06:52:10+00,WASHINGTON,DC,4025 MINNESOTA AVENUE NE,38.8957374502602,-76.9482462304532,404489.59,136433.36,20019,288072,126934,6.27137286892128e-319,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,NONE
-76.9859678716,38.9509283423,5500,7.32966148231323e-319,EXPIRED,General Business Licenses,69004440,CAMPBELL COMPANY LLC,2011/06/01 00:00:00+00,2013/05/31 00:00:00+00,2013/07/06 00:00:00+00,2028322251,2015/09/02 06:47:07+00,WASHINGTON,DC,5024 14TH STREET NE,38.9509208775625,-76.9859655892682,401216.53,142558.01,20017,14753,9158,4.52465318461414e-320,5,5A,5A04,FOURTH,405,20,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,5501,7.32971088887781e-319,EXPIRED,General Business Licenses,69004443,ENHANCED RECOVERY CORPORATION,2011/06/01 00:00:00+00,2013/05/31 00:00:00+00,2013/07/06 00:00:00+00,8003453637,2015/09/02 06:47:07+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0055410726,38.9097718865,5508,7.3300567348299e-319,EXPIRED,General Business Licenses,69004500,"QWEST COMMUNICATIONS COMPANY, LLC",2011/06/01 00:00:00+00,2013/05/31 00:00:00+00,2013/07/06 00:00:00+00,2025723100,2015/01/13 06:52:10+00,WASHINGTON,DC,1500 ECKINGTON PLACE NE,38.9097644308497,-77.0055387867217,399519.61,137989.21,20002,286273,124525,6.15235245483812e-319,5,5C,5C02,FIFTH,502,21,NONE,NONE,NONE,NOMA BID
-76.9583171838,38.8922223347,5334,7.30777437420246e-319,CANCELLED,General Business Licenses,69002741,DLC & ASSOCIATES LLC,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/04/10 00:00:00+00,2023992660,2015/01/13 06:52:08+00,WASHINGTON,DC,3358 BLAINE STREET NE,38.8922148807822,-76.9583149135348,403616.32,136041.88,20019,35636,18370,9.0759859141037e-320,7,7D,7D04,SIXTH,601,32,NONE,NONE,NONE,NONE
-77.055567732,38.9299002568,5346,7.30836725297747e-319,EXPIRED,General Business Licenses,69002782,SOLUTIONS ECONOMICS LLC,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/05/04 00:00:00+00,2023753673,2015/09/02 06:47:06+00,WASHINGTON,DC,3000 CONNECTICUT AVENUE NW,38.9298927989086,-77.0555654295988,395182.06,140225.08,20008,219893,63039,3.11454042481863e-319,3,3C,3C03,SECOND,204,15,NONE,NONE,NONE,NONE
-77.0651038204,38.9033761458,5349,7.30851547267122e-319,EXPIRED,General Business Licenses,69002799,LISA VANDENBURG LTD,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/05/04 00:00:00+00,2025303300,2015/01/13 06:52:08+00,WASHINGTON,DC,1000 POTOMAC STREET NW,38.9033686936304,-77.0651015167133,394353.11,137281.23,20007,273720,116516,5.75665527908387e-319,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,NONE
-77.0130688639,38.8927929638,5350,7.30856487923581e-319,RE-APPLY,General Business Licenses,69002808,EXELON CORPORATION,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/11/27 00:00:00+00,2025723100,2015/09/02 06:47:06+00,WASHINGTON,DC,101 CONSTITUTION AVENUE NW,38.8927855118166,-77.0130665768195,398866.44,136104.48,20001,278781,120849,5.97073392342688e-319,6,6C,6C09,FIRST,103,8,NONE,NONE,NONE,DOWNTOWN BID
-81.5291921333,37.5772691877,5354,7.30876250549414e-319,EXPIRED,General Business Licenses,69002831,ZIMMERMAN CUSTOM CABINETRY LLC,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/05/04 00:00:00+00,2022478916,2015/09/02 06:47:06+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,5357,7.3089107251879e-319,CANCELLED,General Business Licenses,69002854,LNC ADMINISTRATIVE SERVICES CORPORATION,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/02/14 00:00:00+00,2024083121,2015/01/13 06:52:08+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0445708209,38.9060191059,5358,7.30896013175248e-319,EXPIRED,General Business Licenses,69002856,AMERICA'S CHOICE INC,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/05/04 00:00:00+00,2023782100,2015/09/02 06:47:06+00,WASHINGTON,DC,1919 M STREET NW,38.9060116524223,-77.0445685233543,396134.28,137573.55,20036,279481,121557,6.00571377115244e-319,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.0648614509,38.9040980301,5360,7.30905894488165e-319,EXPIRED,General Business Licenses,69002861,SAA,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/05/04 00:00:00+00,2025723111,2015/01/13 06:52:08+00,WASHINGTON,DC,3255 GRACE STREET NW,38.9040905778145,-77.0648591472558,394374.19,137361.35,20007,271894,115047,5.68407703570979e-319,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-77.0268220693,38.9172099167,5367,7.30940479083374e-319,EXPIRED,General Business Licenses,69002883,PASSPORT CLOTHING LLC,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/05/04 00:00:00+00,2025281323,2015/01/13 06:52:08+00,WASHINGTON,DC,2003 11TH STREET NW,38.9172024603088,-77.0268197764656,397674.11,138815.22,20001,239180,82128,4.05766233616499e-319,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
-76.9766983579,38.9177229765,5378,7.30994826304416e-319,EXPIRED,General Business Licenses,69002952,HANGER PROSTHETICS & ORTHOTICS INC,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/05/04 00:00:00+00,2025723166,2015/01/13 06:52:09+00,WASHINGTON,DC,1818 NEW YORK AVENUE NE,38.9177155181067,-76.9766960804743,402020.97,138872.09,20002,55416,33030,1.63189882821364e-319,5,5B,5B09,FIFTH,505,22,NONE,NONE,NONE,NONE
-77.0799112369,38.9499006914,5381,7.31009648273792e-319,EXPIRED,General Business Licenses,69002960,GRADE LINE ENGINEERING & CONSTRUCTION LLC,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/05/04 00:00:00+00,2027850491,2015/01/13 06:52:09+00,WASHINGTON,DC,4027 BRANDYWINE STREET NW,38.9498932304647,-77.0799089257706,393073.24,142446.87,20016,299724,135425,6.69088400880508e-319,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,NONE
-77.0897782992,38.9090289275,5385,7.31029410899625e-319,EXPIRED,General Business Licenses,69002980,J R REINGOLD & ASSOCIATES INC,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/05/04 00:00:00+00,2023330400,2015/01/13 06:52:09+00,WASHINGTON,DC,1415 ELLIOT PLACE NW,38.9090214750757,-77.0897759875498,392213.47,137910.55,20007,275309,117730,5.816634848489e-319,3,3D,3D09,SECOND,205,13,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,5389,7.31049173525459e-319,EXPIRED,General Business Licenses,69002998,GLENMAR DRAPERIES INC.,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/05/04 00:00:00+00,2025853458,2015/01/13 06:52:09+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0104650064,38.9138931355,5390,7.31054114181917e-319,EXPIRED,General Business Licenses,69003000,DIGGS ENTERPRISES LLC,2011/04/01 00:00:00+00,2013/03/31 00:00:00+00,2013/05/04 00:00:00+00,2023874831,2015/09/02 06:47:06+00,WASHINGTON,DC,40 S STREET NW,38.9138856791354,-77.0104627188318,399092.6,138446.74,20001,226978,69678,3.44255060709264e-319,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,NONE
-77.0457232251,38.9151108724,6244,7.35263553484485e-319,CANCELLED,General Business Licenses,69007469,RITU SHARMA,2011/08/01 00:00:00+00,2013/07/31 00:00:00+00,2013/06/26 00:00:00+00,2025723100,2015/01/13 06:52:13+00,WASHINGTON,DC,1825 CONNECTICUT AVENUE NW,38.9151034171979,-77.0457209266388,396034.83,138582.86,20009,242827,85762,4.2372057918637e-319,1,1C,1C01,THIRD,303,1,NONE,NONE,NONE,NONE
-77.0638710168,38.9079718972,6246,7.35273434797402e-319,EXPIRED,General Business Licenses,69007474,ROOBEN'S SONS INCORPORATED,2011/08/01 00:00:00+00,2013/07/31 00:00:00+00,2013/10/08 00:00:00+00,2023374211,2015/01/13 06:52:13+00,WASHINGTON,DC,1400 WISCONSIN AVENUE NW,38.9079644440938,-77.0638687131384,394460.4,137791.32,20007,279126,121244,5.99024951643761e-319,2,2E,2E03,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-76.9663165195,38.8605122007,6253,7.3530801939261e-319,EXPIRED,General Business Licenses,69007502,THE SPORTS ZONE INC,2011/08/01 00:00:00+00,2013/07/31 00:00:00+00,2013/10/08 00:00:00+00,2408450405,2015/09/02 06:47:07+00,WASHINGTON,DC,2818 ALABAMA AVENUE SE,38.8605044201792,-76.9663142488417,402923.65,132521.53,20020,287284,125523,6.20166020629308e-319,7,7B,7B02,SIXTH,606,35,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,6254,7.35312960049069e-319,EXPIRED,General Business Licenses,69007503,NOBLE LOGISTICS INC,2011/08/01 00:00:00+00,2013/07/31 00:00:00+00,2013/10/08 00:00:00+00,2025723313,2015/09/02 06:47:07+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0425924853,38.8980271782,6257,7.35327782018444e-319,EXPIRED,General Business Licenses,69009319,NORTHWESTERN DEVELOPMENT COMPANY A,2011/10/01 00:00:00+00,2013/09/30 00:00:00+00,2013/12/08 00:00:00+00,,2015/09/02 06:47:07+00,WASHINGTON,DC,1800 G STREET NW,38.8980197263274,-77.0425901887938,396305.46,136686.3,20006,218491,61616,3.04423488341542e-319,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,NONE
-77.0413134266,38.9053216154,6258,7.35332722674902e-319,EXPIRED,General Business Licenses,69009321,NORTHWESTERN DEVELOPMENTCOMPANY B,2011/10/01 00:00:00+00,2013/09/30 00:00:00+00,2013/12/08 00:00:00+00,,2015/01/13 06:52:14+00,WASHINGTON,DC,1150 CONNECTICUT AVENUE NW,38.9053141619669,-77.0413111300744,396416.78,137495.99,20036,241786,85065,4.20276941634856e-319,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-81.5291921333,37.5772691877,6260,7.35342603987819e-319,EXPIRED,General Business Licenses,69009328,FIRST TUESDAY MEDIA INC,2011/10/01 00:00:00+00,2013/09/30 00:00:00+00,2013/12/08 00:00:00+00,3102886266,2015/01/13 06:52:14+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,6261,7.35347544644278e-319,CANCELLED,General Business Licenses,69009329,ADMINISTAFF COMPANIES II LP,2011/10/01 00:00:00+00,2013/09/30 00:00:00+00,2013/08/14 00:00:00+00,8009279800,2015/01/13 06:52:14+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-76.9784586493,38.9335101217,6263,7.35357425957195e-319,EXPIRED,General Business Licenses,69009346,INSPIRING THOUGHTFUL STUDENTS BY TAKING INITIATIVE,2011/10/01 00:00:00+00,2013/09/30 00:00:00+00,2013/12/08 00:00:00+00,7033292427,2013/12/17 06:47:47+00,WASHINGTON,DC,1820 MONROE STREET NE,38.9335026602605,-76.9784563702981,401867.9,140624.56,20018,294530,130930,6.46880150099944e-319,5,5A,5A10,FIFTH,504,22,NONE,NONE,NONE,NONE
-77.037677046,38.9029190555,6710,7.3758072136348e-319,EXPIRED,General Business Licenses,69009550,HALSEY MCCORMACK & HELMER INC,2011/10/01 00:00:00+00,2013/09/30 00:00:00+00,2013/12/08 00:00:00+00,2029999999,2015/09/02 06:47:07+00,WASHINGTON,DC,1627 K STREET NW,38.9029116023719,-77.0376747507444,396732.08,137229.15,20006,242033,84980,4.19856985835891e-319,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-81.5291921333,37.5772691877,6711,7.37585662019939e-319,CANCELLED,General Business Licenses,69009552,AUTOMOTIVE COMPONENTS HOLDINGS LLC,2011/10/01 00:00:00+00,2013/09/30 00:00:00+00,2013/10/17 00:00:00+00,2029999999,2015/01/13 06:52:15+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,6726,7.37659771866815e-319,EXPIRED,General Business Licenses,69009609,"THE GORDIAN GROUP, INC.",2011/10/01 00:00:00+00,2013/09/30 00:00:00+00,2013/12/08 00:00:00+00,2029999999,2015/09/02 06:47:07+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0324241775,38.9005009865,7168,7.39487814756427e-319,CANCELLED,General Business Licenses,70101535,CITY CENTER LOBBY SHOP,2012/03/01 00:00:00+00,2014/02/28 00:00:00+00,2013/07/09 00:00:00+00,2027525331,2013/07/11 06:45:36+00,WASHINGTON,DC,1401 H STREET NW,38.9004935337221,-77.0324218839674,397187.62,136960.55,20005,217998,61135,3.02047032585046e-319,2,2F,2F03,SECOND,207,8,NONE,NONE,NONE,DOWNTOWN BID
-77.0096006167,38.8954049169,5803,7.34927588845313e-319,EXPIRED,General Business Licenses,69007013,GO DADDY GROUP INC (THE),2011/08/01 00:00:00+00,2013/07/31 00:00:00+00,2013/10/08 00:00:00+00,8007671553,2015/09/02 06:47:07+00,WASHINGTON,DC,400 NORTH CAPITOL STREET NW,38.895397464253,-77.0095983304966,399167.35,136394.39,20001,242916,85888,4.2434310190013e-319,6,6C,6C08,FIRST,103,8,NONE,NONE,NONE,DOWNTOWN BID
-76.9978952701,38.8291286989,5817,7.3499675803573e-319,EXPIRED,General Business Licenses,69007111,AZURE STAGING,2011/08/01 00:00:00+00,2013/07/31 00:00:00+00,2013/10/08 00:00:00+00,,2013/10/10 06:47:18+00,WASHINGTON,DC,625 CHESAPEAKE STREET SE,38.8291212592636,-76.9978929915131,400182.95166,129037.20604,,0,160633,7.9363246888417e-319,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
-77.0133705479,38.9568635176,5821,7.35016520661564e-319,EXPIRED,General Business Licenses,69007152,DIVERSIFIED TRANSPORTATION SERVICES INC,2011/08/01 00:00:00+00,2013/07/31 00:00:00+00,2013/10/08 00:00:00+00,2024310808,2015/09/02 06:47:07+00,WASHINGTON,DC,143 KENNEDY STREET NW,38.9568560527586,-77.0133682568021,398841.31,143216.86,20011,284032,122871,6.07063399701598e-319,4,4B,4B08,FOURTH,406,17,NONE,NONE,NONE,NONE
-76.9786517171,38.9000099684,5822,7.35021461318022e-319,EXPIRED,General Business Licenses,69007154,"CNC, INC.",2011/08/01 00:00:00+00,2013/07/31 00:00:00+00,2013/10/08 00:00:00+00,5713098555,2015/01/13 06:52:12+00,WASHINGTON,DC,1707 H STREET NE,38.9000025137425,-76.9786494400719,401852.03,136905.76,20002,57776,34965,1.72750053068392e-319,5,5B,5B10,FIFTH,507,23,NONE,NONE,NONE,NONE
-77.0402459918,38.9049847153,5827,7.35046164600315e-319,EXPIRED,General Business Licenses,69007208,"SYL, LLC",2011/08/01 00:00:00+00,2013/07/31 00:00:00+00,2013/10/08 00:00:00+00,2025723100,2015/09/02 06:47:07+00,WASHINGTON,DC,1133 CONNECTICUT AVENUE NW,38.9049772618657,-77.0402436955735,396509.35,137458.55,20036,241798,85076,4.20331288855899e-319,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
