X,Y,OBJECTID,BBL_LICENSE_FACT_ID,LICENSESTATUS,LICENSECATEGORY,CUST_NUM,TRADE_NAME,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_ISSUE_DATE,AGENT_PHONE,LASTMODIFIEDDATE,CITY,STATE,SITEADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
-76.9356868325,38.9084292811,9196,7.51819693276625e-319,EXPIRED,Gen Contr-Construction Mngr,410512000072,CAPITAL BUILDING CORPORATION INC OF VIRGINIA,2011/12/01 00:00:00+00,2013/11/30 00:00:00+00,2014/04/28 00:00:00+00,2022901306,2014/04/30 06:47:10+00,WASHINGTON,DC,1419 KENILWORTH AVENUE NE,38.9084218230894,-76.9356845681568,405578.31,137842.12,20019,286164,125021,6.17685811087185e-319,7,7D,7D03,SIXTH,602,31,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,9201,7.51844396558917e-319,EXPIRED,Gen Contr-Construction Mngr,410512000077,REVAMP RENOVATIONS INC,2011/12/01 00:00:00+00,2013/11/30 00:00:00+00,2014/04/28 00:00:00+00,2023321404,2014/04/30 06:47:10+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,9204,7.51859218528292e-319,EXPIRED,Gen Contr-Construction Mngr,410512000080,,2011/12/01 00:00:00+00,2013/11/30 00:00:00+00,2014/04/28 00:00:00+00,2023306479,2014/04/30 06:47:10+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0195231629,38.9760711176,8210,7.4498676539464e-319,ACTIVE,General Business Licenses,71101065,LANDIS GARDEN DESIGN LLC,2015/02/01 00:00:00+00,2017/01/31 00:00:00+00,2014/12/19 00:00:00+00,2029051212,2015/01/13 06:52:28+00,WASHINGTON,DC,7059 BLAIR ROAD NW,38.97606364909,-77.0195208687334,398308.49,145349.18,20012,302610,272835,1.34890790758869e-318,4,4B,4B01,FOURTH,401,17,NONE,NONE,NONE,NONE
-76.996405874,38.8854400111,8213,7.45001587364016e-319,ACTIVE,General Business Licenses,71101081,"656 PENNSYLVANIA AVE, LLC",2015/02/01 00:00:00+00,2017/01/31 00:00:00+00,2014/12/05 00:00:00+00,2025446666,2014/12/10 14:26:30+00,WASHINGTON,DC,325 7TH STREET SE,38.8854325599584,-76.9964035924191,400312.03,135288.17,20003,37582,21123,1.04361486371047e-319,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
-77.0055613118,38.8204004007,8215,7.45011468676932e-319,ACTIVE,General Business Licenses,71101089,ARMSTRONG CUSTOM SIGNS LLC,2015/02/01 00:00:00+00,2017/01/31 00:00:00+00,2014/12/05 00:00:00+00,2025723100,2015/01/13 06:52:28+00,WASHINGTON,DC,4833 1ST STREET SW,38.820392963029,-77.0055590314481,399517.25,128068.32,20032,16915,10799,5.33541490943962e-320,8,8D,8D04,SEVENTH,708,39,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,8226,7.45065815897975e-319,ACTIVE,General Business Licenses,71101173,MDWESTSERVE INC,2015/02/01 00:00:00+00,2017/01/31 00:00:00+00,2014/12/12 00:00:00+00,2025723100,2015/01/13 06:52:28+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-76.9503362062,38.8929856467,8671,7.46804926971336e-319,CANCELLED,Cigarette Retail,67001396,"YUN BROS, INC.",2013/03/01 00:00:00+00,2015/02/28 00:00:00+00,2014/04/11 00:00:00+00,,2015/01/13 06:51:54+00,WASHINGTON,DC,3845 MINNESOTA AVENUE NE,38.8929781923125,-76.9503339383428,404308.65,136126.96,20019,29733,17593,8.69209690728505e-320,7,7A,7A06,SIXTH,603,32,NONE,NONE,NONE,NONE
-77.0022118059,38.8972029101,8677,7.46834570910087e-319,CANCELLED,Cigarette Retail,67002010,JANE LEEPER LLC,2013/04/01 00:00:00+00,2015/03/31 00:00:00+00,2014/03/05 00:00:00+00,2024576720,2015/01/13 06:51:54+00,WASHINGTON,DC,538 3RD STREET NE,38.8971954568059,-77.0022095218534,399808.33,136593.94,20002,9536,5846,2.88830776558793e-320,6,6C,6C08,FIRST,104,25,NONE,NONE,NONE,NONE
-77.0411441072,38.9049954827,8238,7.45125103775476e-319,ACTIVE,General Business Licenses,71101223,RIDGE POLICY GROUP LLC,2015/02/01 00:00:00+00,2017/01/31 00:00:00+00,2014/12/12 00:00:00+00,2024808093,2014/12/15 06:45:42+00,WASHINGTON,DC,1140 CONNECTICUT AVENUE NW,38.9049880293234,-77.0411418107594,396431.45,137459.78,20036,278880,120957,5.97606983240197e-319,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-81.5291921333,37.5772691877,8239,7.45130044431934e-319,ACTIVE,General Business Licenses,71101225,WRIGHT THERAPY PRODUCTS INC,2015/02/01 00:00:00+00,2017/01/31 00:00:00+00,2014/12/19 00:00:00+00,8002462677,2015/01/13 06:52:28+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0009802595,38.8944754636,8244,7.45154747714226e-319,ACTIVE,General Business Licenses,71101246,320 MASSACHUSETTS AVENUE ASSOCIATES LLC,2015/02/01 00:00:00+00,2017/01/31 00:00:00+00,2014/12/05 00:00:00+00,2025446666,2015/01/13 06:52:28+00,WASHINGTON,DC,320 MASSACHUSETTS AVENUE NE,38.8944680108868,-77.0009779760385,399915.16,136291.17,20002,155818,60496,2.98889953108121e-319,6,6C,6C08,FIRST,104,25,NONE,NONE,NONE,CAPITOL HILL BID
-76.9964416922,38.9437947518,8253,7.45199213622352e-319,ACTIVE,General Business Licenses,71101296,AMERICAN HEALTH CARE SERVICES INC,2015/02/01 00:00:00+00,2017/01/31 00:00:00+00,2014/12/05 00:00:00+00,2025293309,2014/12/10 14:26:30+00,WASHINGTON,DC,4427 7TH STREET NE,38.9437872889402,-76.9964394071112,400308.67,141766.03,20017,21631,12976,6.41099582043602e-320,5,5A,5A05,FOURTH,405,20,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,8265,7.45258501499853e-319,ACTIVE,General Business Licenses,71101344,"BURNS & MCDONNELL ENGINEERING COMPANY, P.C.",2015/02/01 00:00:00+00,2017/01/31 00:00:00+00,2014/12/05 00:00:00+00,6512259500,2014/12/10 14:26:30+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0341638511,38.9068774151,8281,7.45337552003188e-319,ACTIVE,General Business Licenses,71101437,POP! GIFT BOUTIQUE,2015/02/01 00:00:00+00,2017/01/31 00:00:00+00,2014/12/12 00:00:00+00,,2014/12/15 06:45:42+00,WASHINGTON,DC,1499 MASSACHUSETTS AVENUE NW,38.9068699610629,-77.0341615567071,397036.98,137668.44,20005,279198,121355,5.99573364510645e-319,2,2F,2F03,SECOND,208,7,NONE,NONE,NONE,NONE
-77.0273546999,38.9533208327,8730,7.47096425702383e-319,EXPIRED,Cigarette Retail,67006953,SING LONG CARRYOUT,2011/12/01 00:00:00+00,2013/11/30 00:00:00+00,2014/04/28 00:00:00+00,2025458890,2014/04/30 06:47:17+00,WASHINGTON,DC,5211 GEORGIA AVENUE NW,38.9533133690675,-77.0273524047093,397629.12,142823.86,20011,251695,94332,4.66062005034965e-319,4,4D,4D04,FOURTH,403,18,NONE,NONE,NONE,NONE
-77.0403445399,38.9010681182,8741,7.49571694588047e-319,EXPIRED,Cigarette Retail,70104946,1716 I LLC,2012/06/01 00:00:00+00,2014/05/31 00:00:00+00,2014/07/14 00:00:00+00,2027850270,2015/09/02 06:47:08+00,WASHINGTON,DC,1716 I STREET NW,38.9010603323079,-77.0403422437023,396500.61,137023.78,20006,279328,121714,6.01347060179215e-319,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-76.979124528,38.9195735658,8743,7.49581575900964e-319,CANCELLED,Cigarette Retail,70108230,K AND B LLC,2014/10/01 00:00:00+00,2016/09/30 00:00:00+00,2014/11/26 00:00:00+00,2026350975,2015/01/13 06:52:25+00,WASHINGTON,DC,1801 MONTANA AVENUE NE,38.9195661072029,-76.9791222496331,401810.52,139077.47,20002,0,180273,8.9066696172739e-319,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
-76.9781359343,38.9075697742,8745,7.49591457213881e-319,EXPIRED,Cigarette Retail,70108336,LOWEST PRICE,2012/10/01 00:00:00+00,2014/09/30 00:00:00+00,2014/12/17 00:00:00+00,2029999999,2015/09/02 06:47:08+00,WASHINGTON,DC,1301 BLADENSBURG ROAD NE,38.9075623179199,-76.9781336570077,401896.57,137744.97,20002,0,212743,1.05109007693204e-318,5,5B,5B09,FIFTH,503,23,NONE,NONE,NONE,NONE
-77.0054945493,38.9060230649,8752,7.4962604180909e-319,EXPIRED,Cigarette Retail,70109259,HARRIS TEETER #352,2012/11/01 00:00:00+00,2014/10/31 00:00:00+00,2014/12/17 00:00:00+00,2025723100,2015/09/02 06:47:08+00,WASHINGTON,DC,1201 1ST STREET NE,38.9060156099982,-77.005492263667,399523.62,137573.06,20002,303728,417894,1.77328065342757e-318,6,6C,6C04,FIFTH,506,25,NONE,NONE,NONE,NOMA BID
